,atss_count,bloc_count_relative,cloc_count_relative,dpt_count,etp_count,loc_count,nbeh_count_relative,nbl_count,ncd_count,ncmd_count,nco_count,ndk_count,ndk_count_occurrences,ndm_count,ndm_count_occurrences,nemd_count_relative,nfl_count,nfmd_count_relative,nicd_count,nierr_count,nimpr_count,nimpt_count,ninc_count,nincr_count,ninct_count,nincv_count,nkeys_count,nlk_count,nlo_count,nlp_count,nmd_count,nnnv_count_relative,nnwv_count_relative,nsh_count,ntkn_count,ntnn_count_relative,nts_count,ntun_count_relative,ntvr_count,nun_count_relative,clusters
0,3.0,0.0,0.0,2,-5.81,25,0.0,0.0,8,1.0,1,0,0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0,0,0.0,5.0,0.75,0.25,5.0,113,0.11,9.0,0.89,5.0,1.0,0
1,10.0,0.0,0.0,2,-4.01,10,0.0,0.0,5,0.0,0,0,0,0.0,0.0,0.5,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,0,1.0,1.0,0.5,0.5,0.0,31,0.0,1.0,1.0,5.0,1.0,1
2,9.0,0.0,0.02,5,-5.57,132,0.0,0.0,38,0.0,0,0,0,0.0,0.0,0.0,4,0.13,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,119,0,0,0.0,4.0,0.92,0.08,0.0,373,0.0,15.0,0.47,8.0,0.29,3
3,6.0,0.0,0.0,2,-5.34,37,0.0,0.0,4,0.0,0,1,1,0.0,0.0,0.14,1,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30,0,0,1.0,4.0,1.0,0.0,1.0,133,0.0,6.0,1.0,4.0,1.0,0
4,13.0,0.0,0.0,3,-4.3,13,0.0,1.0,2,0.0,0,0,0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,0,0.0,0.0,1.0,0.0,0.0,34,1.0,1.0,0.0,2.0,1.0,1
5,11.0,0.0,0.0,2,-5.54,344,0.0,0.0,156,0.0,6,0,0,0.0,0.0,0.0,87,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321,0,5,0.0,4.0,1.0,0.0,0.0,1328,0.0,30.0,0.93,28.0,0.93,3
6,6.0,0.16,0.0,2,-5.9,77,0.0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,0,0,0.0,3.0,1.0,0.0,0.0,219,0.0,12.0,1.0,9.0,1.0,2
7,8.0,0.0,0.0,2,-4.57,17,0.0,0.0,8,0.0,0,0,0,0.0,0.0,0.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,0,2.0,2.0,1.0,0.0,1.0,60,0.0,2.0,1.0,6.0,1.0,1
8,9.0,0.0,0.0,2,-4.31,9,0.0,0.0,4,0.0,0,0,0,0.0,0.0,0.5,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9,0,0,1.0,1.0,1.0,0.0,0.0,29,0.0,1.0,1.0,7.0,1.0,1
9,8.0,0.0,0.0,2,-5.98,46,0.0,0.0,26,0.0,11,0,0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38,0,18,0.0,4.0,0.83,0.17,0.0,166,0.17,6.0,0.83,4.0,1.0,0
11,4.0,0.0,0.0,2,-3.28,4,0.0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,1.0,1.0,0.0,0.0,11,0.0,1.0,1.0,1.0,1.0,1
12,6.0,0.0,0.0,2,-6.21,61,0.0,0.0,29,0.0,5,1,1,0.0,0.0,0.23,11,0.0,0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,52,0,1,3.0,6.0,0.88,0.12,3.0,228,0.3,10.0,0.7,19.0,1.0,2
13,4.0,0.0,0.0,2,-4.23,12,0.0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,0,0.0,2.0,0.67,0.33,0.0,37,0.0,3.0,1.0,2.0,1.0,1
14,3.0,0.0,0.0,2,-5.8,25,0.0,0.0,10,2.0,4,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0,3,0.0,7.0,1.0,0.0,0.0,109,0.0,8.0,0.75,5.0,0.75,0
15,6.0,0.0,0.0,2,-5.23,43,0.0,0.0,8,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40,0,0,1.0,6.0,0.64,0.36,0.0,121,0.0,7.0,1.0,7.0,1.0,0
16,2.0,0.0,0.0,1,-3.88,5,0.0,0.0,1,0.0,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5,0,0,0.0,2.0,1.0,0.0,0.0,16,0.0,2.0,1.0,0.0,1.0,1
17,7.0,0.0,0.0,3,-3.66,7,0.0,1.0,0,0.0,0,1,1,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,1.0,0.0,0.0,14,1.0,1.0,0.0,0.0,1.0,1
18,8.0,0.0,0.0,2,-5.87,47,0.0,0.0,13,0.0,0,0,0,0.0,0.0,0.0,2,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0,0,0.0,3.0,0.71,0.29,1.0,189,0.17,6.0,0.83,7.0,0.71,0
19,8.0,0.0,0.0,2,-4.98,25,0.0,0.0,8,0.0,6,0,0,0.0,0.0,0.33,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,2,0.0,1.0,1.0,0.0,0.0,69,0.0,3.0,1.0,4.0,1.0,1
20,3.0,0.0,0.0,2,-4.21,10,0.0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,0,0.0,3.0,1.0,0.0,1.0,25,0.0,3.0,1.0,2.0,1.0,1
21,4.0,0.0,0.0,1,-3.48,18,0.0,0.0,4,0.0,2,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,14,0,2,0.0,1.0,1.0,0.0,0.0,35,0.0,5.0,1.0,0.0,1.0,1
22,4.0,0.09,0.0,2,-5.44,35,0.0,0.0,8,2.0,0,0,0,0.0,0.0,0.22,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,1.0,4.0,0.83,0.17,2.0,129,0.5,8.0,0.5,7.0,1.0,0
23,11.0,0.09,0.0,1,-4.88,11,0.0,0.0,2,1.0,0,0,0,0.0,0.0,0.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,1.0,1.0,1.0,0.0,0.0,32,0.0,1.0,1.0,4.0,1.0,1
25,6.0,0.0,0.0,2,-6.01,40,0.0,0.0,18,4.0,9,0,0,0.0,0.0,0.0,1,0.0,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36,0,5,0.0,4.0,1.0,0.0,1.0,189,0.0,7.0,1.0,8.0,1.0,0
26,9.0,0.0,0.0,2,-5.88,44,0.0,0.0,15,2.0,5,0,0,0.0,0.0,0.38,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0,2,3.0,4.0,1.0,0.0,0.0,170,0.0,5.0,1.0,5.0,1.0,0
27,8.0,0.0,0.0,2,-4.76,25,0.0,0.0,12,0.0,0,0,0,0.0,0.0,0.5,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0,0,3.0,1.0,1.0,0.0,0.0,91,0.0,3.0,1.0,6.0,1.0,0
28,15.0,0.0,0.0,3,-5.06,15,0.0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,1,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,0,0.0,1.0,1.0,0.0,0.0,36,0.0,1.0,1.0,2.0,1.0,1
29,5.0,0.0,0.0,1,-5.37,16,0.0,0.0,4,3.0,4,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,2,0.0,1.0,1.0,0.0,0.0,78,0.0,3.0,1.0,2.0,1.0,1
30,11.0,0.0,0.0,3,-4.72,11,0.0,1.0,1,0.0,0,0,0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,0,0.0,0.0,1.0,0.0,0.0,33,1.0,1.0,0.0,1.0,1.0,1
31,4.0,0.0,0.0,3,-5.62,43,0.0,0.0,6,0.0,2,0,0,0.0,0.0,0.09,0,0.0,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,39,0,2,1.0,3.0,1.0,0.0,5.0,141,0.0,10.0,1.0,2.0,1.0,0
32,2.0,0.0,0.0,1,-2.93,4,0.0,0.0,2,0.0,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4,0,1,0.0,1.0,0.0,0.0,0.0,13,1.0,2.0,0.0,0.0,0.0,1
33,7.0,0.0,0.0,3,-4.45,21,1.0,1.0,2,0.0,0,0,0,0.0,0.0,0.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21,0,0,0.0,2.0,1.0,0.0,0.0,51,0.33,3.0,0.67,1.0,0.33,1
34,7.0,0.21,0.0,2,-5.5,28,0.0,0.0,10,0.0,0,0,0,0.0,0.0,0.33,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,0,2.0,2.0,1.0,0.0,0.0,106,0.0,4.0,1.0,5.0,1.0,0
35,6.0,0.0,0.0,3,-5.67,153,0.0,0.0,41,0.0,0,0,0,0.0,0.0,0.08,12,0.04,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138,0,0,0.0,10.0,0.69,0.31,0.0,424,0.28,25.0,0.72,10.0,0.53,3
36,10.0,0.0,0.0,2,-5.06,19,0.0,0.0,6,0.0,0,0,0,0.0,0.0,0.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,0,2.0,2.0,1.0,0.0,0.0,58,0.0,2.0,1.0,5.0,1.0,1
37,8.0,0.0,0.0,2,-6.04,126,0.0,1.0,35,2.0,19,0,0,0.0,0.0,0.33,4,0.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,112,0,2,6.0,7.0,0.77,0.23,0.0,370,0.07,15.0,0.8,14.0,0.62,3
38,5.0,0.0,0.0,2,-4.97,14,0.0,0.0,3,1.0,0,0,0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,0,0.0,3.0,1.0,0.0,0.0,43,0.33,3.0,0.67,7.0,1.0,1
39,6.0,0.0,0.0,2,-4.91,11,0.0,0.0,4,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,0,0.0,2.0,1.0,0.0,0.0,44,0.0,2.0,1.0,4.0,1.0,1
40,9.0,0.0,0.0,3,-5.1,18,0.0,1.0,1,0.0,1,0,0,0.0,0.0,0.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,0,0.0,1.0,1.0,0.0,1.0,45,0.5,2.0,0.5,2.0,1.0,1
41,4.0,0.0,0.0,1,-3.56,22,0.0,0.0,25,0.0,25,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,11,0,21,0.0,2.0,1.0,0.0,0.0,115,0.83,6.0,0.17,0.0,1.0,0
42,5.0,0.0,0.0,1,-4.42,14,0.0,0.0,4,0.0,0,0,0,0.0,0.0,0.4,0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10,0,0,2.0,3.0,1.0,0.0,0.0,40,0.33,3.0,0.67,5.0,1.0,1
43,4.0,0.0,0.0,1,-3.81,4,0.0,0.0,1,1.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,1.0,1.0,0.0,0.0,14,0.0,1.0,1.0,1.0,1.0,1
44,1.0,0.0,0.0,1,-1.5,2,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2,0,0,0.0,1.0,0.0,0.0,0.0,4,1.0,2.0,0.0,0.0,0.0,1
45,4.0,0.0,0.0,2,-5.53,22,0.0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0,0,0.0,3.0,1.0,0.0,0.0,63,0.4,5.0,0.6,3.0,1.0,1
46,4.0,0.0,0.0,2,-3.64,8,0.0,0.0,2,0.0,4,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,2,0.0,1.0,1.0,0.0,0.0,26,0.0,2.0,1.0,2.0,1.0,1
47,17.0,0.0,0.0,3,-5.23,17,1.0,1.0,1,0.0,1,0,0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16,0,0,0.0,0.0,1.0,0.0,0.0,59,0.0,1.0,1.0,2.0,0.5,1
48,37.0,0.0,0.0,3,-5.57,38,0.0,1.0,16,0.0,1,0,0,0.0,0.0,1.0,8,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30,0,0,0.0,0.0,0.83,0.17,0.0,139,0.0,1.0,1.0,11.0,1.0,0
49,5.0,0.0,0.0,2,-5.22,15,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,0,0.0,2.0,1.0,0.0,0.0,43,0.0,3.0,1.0,1.0,1.0,1
50,6.0,0.22,0.0,2,-5.45,32,0.0,0.0,8,1.0,0,1,4,0.0,0.0,0.17,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,0,1.0,3.0,0.83,0.17,3.0,172,0.0,5.0,1.0,3.0,1.0,0
51,4.0,0.0,0.0,2,-3.81,4,0.0,0.0,1,0.0,0,1,1,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,1.0,1.0,0.0,1.0,14,0.0,1.0,1.0,1.0,1.0,1
52,2.0,0.0,0.0,1,-4.68,14,0.0,0.0,6,2.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,0,0.0,2.0,1.0,0.0,0.0,78,0.0,6.0,1.0,6.0,1.0,4
53,6.0,0.0,0.0,5,-5.04,17,0.0,1.0,6,0.0,0,0,0,0.0,0.0,0.67,0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16,0,0,0.0,1.0,1.0,0.0,0.0,47,0.33,3.0,0.67,5.0,1.0,1
54,6.0,0.0,0.0,1,-4.42,7,0.0,0.0,2,0.0,0,0,0,0.0,0.0,0.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,1.0,1.0,1.0,0.0,0.0,24,0.0,1.0,1.0,5.0,1.0,1
55,7.0,0.0,0.0,2,-6.6,180,0.0,0.0,50,0.0,9,1,1,0.0,0.0,0.04,3,0.0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,149,0,5,1.0,12.0,0.88,0.12,3.0,502,0.19,27.0,0.81,24.0,0.92,3
56,7.0,0.18,0.0,2,-5.6,51,0.0,0.0,17,3.0,0,1,3,0.0,0.0,0.0,0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,0,0,0.0,3.0,1.0,0.0,0.0,165,0.0,7.0,1.0,8.0,1.0,0
57,3.0,0.0,0.0,1,-3.62,6,0.0,0.0,4,0.0,4,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4,0,2,0.0,1.0,0.0,0.0,0.0,20,1.0,2.0,0.0,0.0,0.0,1
58,5.0,0.0,0.0,2,-5.33,40,0.0,0.0,10,1.0,0,0,0,0.0,0.0,0.2,4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,0,0,2.0,8.0,1.0,0.0,0.0,106,0.0,8.0,1.0,5.0,0.82,0
60,9.0,0.0,0.0,2,-4.44,9,0.0,0.0,3,0.0,0,0,0,0.0,0.0,0.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,1.0,1.0,0.5,0.5,0.0,29,0.0,1.0,1.0,4.0,1.0,1
61,3.0,0.0,0.0,1,-2.72,6,0.0,0.0,0,2.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0.0,1.0,1.0,0.0,0.0,13,0.0,2.0,1.0,0.0,1.0,1
62,4.0,0.0,0.0,1,-4.02,7,0.0,0.0,4,0.0,0,0,0,0.0,0.0,0.33,0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4,0,0,1.0,2.0,1.0,0.0,0.0,23,0.5,2.0,0.5,3.0,1.0,1
63,4.0,0.0,0.0,1,-3.92,8,0.0,0.0,4,0.0,0,0,0,0.0,0.0,0.33,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,1.0,1.0,1.0,0.0,0.0,24,0.0,2.0,1.0,4.0,1.0,1
64,6.0,0.0,0.0,3,-6.26,215,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196,0,0,0.0,3.0,1.0,0.0,0.0,743,0.0,35.0,0.09,1.0,0.09,5
65,4.0,0.0,0.0,2,-4.96,19,0.0,0.0,7,0.0,3,0,0,0.0,0.0,0.17,0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,15,0,1,1.0,2.0,1.0,0.0,0.0,51,0.8,5.0,0.2,3.0,1.0,1
66,8.0,0.0,0.0,2,-4.38,8,0.0,0.0,3,0.0,0,0,0,0.0,0.0,0.5,1,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0,0,1.0,1.0,1.0,0.0,0.0,27,0.0,1.0,1.0,4.0,1.0,1
67,8.0,0.0,0.0,3,-4.06,8,0.0,1.0,1,0.0,0,0,0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,0.0,0.0,1.0,0.0,0.0,18,1.0,1.0,0.0,1.0,1.0,1
68,7.0,0.0,0.0,2,-5.15,68,0.0,0.0,9,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,0,0,0.0,3.0,1.0,0.0,0.0,188,0.1,10.0,0.5,7.0,0.28,0
69,6.0,0.0,0.0,2,-5.38,37,0.0,0.0,5,0.0,2,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0,0,0.0,3.0,1.0,0.0,2.0,115,0.0,6.0,1.0,5.0,1.0,0
70,6.0,0.0,0.0,3,-6.4,107,0.0,0.0,22,0.0,0,0,0,0.0,0.0,0.1,3,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97,0,0,2.0,7.0,1.0,0.0,0.0,300,0.33,18.0,0.56,15.0,0.71,2
71,3.0,0.0,0.0,1,-4.06,10,0.0,0.0,2,0.0,1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,6,0,0,0.0,2.0,1.0,0.0,0.0,18,0.67,3.0,0.33,1.0,1.0,1
72,7.0,0.0,0.0,2,-5.72,62,0.0,0.0,12,0.0,0,0,0,0.0,0.0,0.18,2,0.22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,0,0,2.0,5.0,1.0,0.0,0.0,189,0.11,9.0,0.67,7.0,0.75,0
73,9.0,0.0,0.0,3,-6.17,67,0.0,0.0,22,0.0,3,0,0,0.0,0.0,0.22,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,0,5,2.0,3.0,0.8,0.2,0.0,212,0.29,7.0,0.71,15.0,1.0,2
74,8.0,0.0,0.0,2,-5.83,51,0.0,0.0,14,2.0,3,1,2,0.0,0.0,0.4,6,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,0,6,4.0,3.0,1.0,0.0,0.0,159,0.0,6.0,1.0,3.0,1.0,0
75,1.0,0.0,0.0,1,-4.46,22,0.0,0.0,11,0.0,1,0,0,0.0,0.0,0.0,10,0.0,0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,19,0,0,0.0,2.0,1.0,0.0,0.0,96,0.94,17.0,0.06,10.0,1.0,0
76,4.0,0.0,0.0,2,-3.73,8,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,0,0.0,2.0,1.0,0.0,0.0,18,0.0,2.0,1.0,0.0,1.0,1
77,9.0,0.0,0.0,2,-4.81,9,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,1.0,1.0,0.0,0.0,32,0.0,1.0,1.0,0.0,1.0,1
79,5.0,0.0,0.0,2,-5.18,27,0.0,0.0,12,1.0,4,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0,0,0.0,4.0,0.75,0.25,0.0,102,0.0,5.0,1.0,6.0,1.0,0
80,3.0,0.0,0.0,2,-5.54,31,0.0,0.0,7,0.0,0,0,0,0.0,0.0,0.0,0,0.11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0,0,0.0,5.0,1.0,0.0,0.0,93,0.44,9.0,0.33,5.0,0.6,0
81,5.0,0.0,0.0,2,-3.25,5,0.0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0.0,1.0,0.0,0.0,0.0,12,1.0,1.0,0.0,4.0,0.0,1
82,8.0,0.0,0.0,2,-6.08,82,0.0,0.0,19,0.0,0,0,0,0.0,0.0,0.0,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,0,0,0.0,3.0,1.0,0.0,0.0,301,0.0,10.0,1.0,13.0,1.0,2
83,3.0,0.0,0.0,1,-5.84,37,0.0,0.0,5,0.0,4,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0,2,0.0,8.0,1.0,0.0,0.0,137,0.0,14.0,1.0,2.0,1.0,0
84,7.0,0.04,0.0,2,-6.33,74,0.0,0.0,10,1.0,1,0,0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,0,1,2.0,8.0,1.0,0.0,2.0,167,0.0,10.0,1.0,9.0,1.0,0
85,14.0,0.0,0.04,2,-5.35,27,0.0,0.0,5,0.0,8,0,0,0.0,0.0,0.33,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,3,1.0,2.0,1.0,0.0,1.0,121,0.0,2.0,1.0,3.0,1.0,0
86,5.0,0.02,0.0,2,-6.27,64,0.0,0.0,25,1.0,10,0,0,0.0,0.0,0.28,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,54,0,0,5.0,11.0,0.87,0.13,1.0,220,0.08,13.0,0.77,10.0,0.73,2
87,7.0,0.0,0.0,3,-6.63,155,0.0,0.0,19,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104,0,0,0.0,6.0,0.79,0.21,0.0,475,0.05,22.0,0.95,12.0,0.72,3
88,5.0,0.0,0.0,2,-3.25,5,0.0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0.0,1.0,0.0,0.0,0.0,12,1.0,1.0,0.0,4.0,0.0,1
89,5.0,0.0,0.0,3,-5.52,67,0.0,3.0,18,5.0,5,0,0,0.0,0.0,0.21,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,0,0,0.0,3.0,1.0,0.0,0.0,250,0.0,14.0,1.0,7.0,1.0,2
90,7.0,0.0,0.0,2,-4.6,14,0.0,0.0,4,0.0,0,0,0,0.0,0.0,0.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,0,0,2.0,2.0,0.0,0.0,0.0,33,1.0,2.0,0.0,3.0,0.0,1
91,4.0,0.0,0.0,2,-5.6,26,0.0,0.0,5,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0.0,6.0,1.0,0.0,0.0,72,0.17,6.0,0.83,5.0,1.0,1
92,5.0,0.08,0.0,2,-6.0,62,0.0,2.0,34,2.0,6,0,0,0.0,0.0,0.29,1,0.0,0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,53,0,2,2.0,5.0,0.33,0.67,3.0,253,0.25,12.0,0.75,14.0,1.0,2
93,7.0,0.0,0.0,2,-5.66,347,0.0,0.0,73,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,262,0,0,0.0,1.0,0.77,0.23,0.0,1143,0.0,50.0,0.84,3.0,0.58,5
94,22.0,0.0,0.0,2,-5.81,68,0.0,0.0,56,0.0,20,0,0,0.0,0.0,0.5,32,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0,30,3.0,2.0,1.0,0.0,0.0,349,0.0,3.0,1.0,9.0,1.0,2
95,13.0,0.0,0.0,2,-4.09,13,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0.0,1.0,1.0,0.0,0.0,17,0.0,1.0,1.0,1.0,1.0,1
96,6.0,0.0,0.0,1,-4.89,19,0.0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11,0,0,0.0,3.0,1.0,0.0,0.0,44,0.0,3.0,1.0,1.0,1.0,1
97,10.0,0.0,0.0,2,-4.73,10,0.0,0.0,7,0.0,3,0,0,0.0,0.0,0.5,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,4,1.0,1.0,0.0,1.0,0.0,38,0.0,1.0,1.0,2.0,1.0,1
98,9.0,0.15,0.0,2,-5.69,27,0.0,0.0,6,0.0,2,0,0,0.0,0.0,0.0,6,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17,0,1,0.0,3.0,0.67,0.33,0.0,101,0.33,3.0,0.67,7.0,1.0,0
99,5.0,0.0,0.0,2,-2.92,5,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0.0,1.0,1.0,0.0,0.0,10,0.0,1.0,1.0,0.0,1.0,1
100,6.0,0.06,0.0,2,-5.2,17,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13,0,0,0.0,3.0,1.0,0.0,1.0,42,0.33,3.0,0.67,0.0,1.0,1
